,ticker,type,entry_date,exit_date,entry_p,exit_p,pnl_net
25,2368,long,2020-01-07,2020-01-16,16.54,17.22525,148019.46795646916
26,3293,long,2020-01-10,2020-01-17,87.05,86.2131,-56156.05973578403
27,3665,long,2020-01-08,2020-01-30,196.09,190.02779999999998,-141361.58396654634
28,3227,long,2020-01-16,2020-01-30,122.34,121.6672,-39697.711296387424
29,3661,long,2020-01-17,2020-01-30,242.42,233.93529999999998,-157700.00000000006
30,5483,long,2020-01-30,2020-01-31,71.23,72.64,61480.1207356449
31,3211,long,2020-01-30,2020-02-03,40.01,40.11505,-7197.625593601746
32,4966,long,2020-01-30,2020-02-03,542.15,530.66315,-102450.34584524581
33,3293,long,2020-01-31,2020-02-03,92.48,89.2432,-157700.0000000001
34,4736,long,2020-02-03,2020-02-10,92.14,91.4434,-47940.93770349484
35,6488,long,2020-02-04,2020-02-10,346.77,335.8007,-144231.13014389912
36,3293,long,2020-02-03,2020-02-12,86.67,91.53025,206610.60343832898
37,3227,long,2020-02-10,2020-02-18,130.94,141.51725,305417.4583778827
38,2303,long,2020-02-10,2020-02-18,11.77,11.70545,-39637.12829226807
39,2345,long,2020-02-12,2020-02-24,162.12,156.8704,-147223.8095238099
40,2327,long,2020-02-24,2020-02-26,105.96,102.35754999999999,-153692.82748206888
41,5904,long,2020-02-18,2020-02-27,364.37,363.0523,-32165.515821829482
42,2327,long,2020-02-26,2020-02-27,96.45,93.07425,-157699.99999999985
43,3293,long,2020-02-18,2020-03-02,98.95,115.68419999999999,988156.4173825155
44,6182,long,2020-02-27,2020-03-09,28.91,29.0079,-4154.514008993538
45,5274,long,2020-03-02,2020-03-09,846.21,946.5974499999999,456827.3631840788
46,5274,long,2020-03-09,2020-03-11,884.1,934.4095,209919.04761904743
47,6561,long,2020-03-02,2020-03-12,175.59,186.93015,360948.7186058429
48,2368,long,2020-03-09,2020-03-12,18.1,20.69925,835079.8342541428
49,00632R,long,2020-03-12,2020-03-20,80.36,93.219,630369.6864111496
50,00664R,long,2020-03-12,2020-03-20,13.05,15.1891,645962.8352490418
51,00676R,long,2020-03-12,2020-03-20,42.33,49.234300000000005,642726.1752893935
52,00632R,long,2020-03-20,2020-03-24,89.32,89.36865,-7521.316614419651
53,00664R,long,2020-03-20,2020-03-24,14.4,14.5329,27216.66666666649
54,00676R,long,2020-03-20,2020-03-24,46.94,46.8604,-16483.127396676544
55,6510,short,2020-04-20,2020-04-23,572.63,576.7227,-102866.37619405276
56,8932,short,2020-04-27,2020-04-28,2.3,2.3,-8550.0
57,3105,short,2020-04-27,2020-04-29,221.23,224.87445,-214782.95439135775
58,2345,long,2020-04-29,2020-05-04,198.0,191.07,-157700.00000000012
59,3661,long,2020-04-29,2020-05-05,261.44,269.7175,108944.73684210489
60,8932,long,2020-05-05,2020-05-08,3.08,2.9722,-157700.00000000015
61,3017,long,2020-04-29,2020-05-13,35.41,35.63,7151.736797515503
62,3680,long,2020-05-08,2020-05-13,168.61,167.49505,-44150.38847043524
63,6548,long,2020-05-04,2020-05-14,9.5,9.69825,65773.68421052625
64,4979,long,2020-05-13,2020-05-14,23.37,22.55205,-157699.99999999997
65,4979,long,2020-05-14,2020-05-18,22.0,21.23,-157699.99999999994
66,6446,long,2020-05-13,2020-05-19,107.0,106.29475000000001,-44064.48598130813
67,4736,long,2020-05-18,2020-05-19,186.24,179.7216,-157700.0000000003
68,6223,long,2020-05-14,2020-05-22,66.46,66.6429,-6691.874811916723
69,6446,long,2020-05-19,2020-05-22,105.2,101.518,-157700.00000000006
70,6180,long,2020-05-19,2020-05-26,41.12,41.19,-10890.661478599195
71,5904,long,2020-05-22,2020-05-28,456.15,442.28,-139326.65789762145
72,4979,long,2020-05-22,2020-05-28,22.98,23.352999999999998,47226.02262837208
73,4162,long,2020-05-28,2020-06-02,54.54,59.39574999999999,338423.9457279056
74,3529,long,2020-05-26,2020-06-04,328.56,364.44190000000003,419138.32481129817
75,4162,long,2020-06-02,2020-06-08,58.7,61.44155,169117.71720613263
76,4123,long,2020-06-04,2020-06-11,43.18,43.6952,30025.798981009735
77,1785,long,2020-06-08,2020-06-11,28.02,29.73165,226646.8950749463
78,6643,long,2020-05-28,2020-06-15,210.21,220.58935,179804.400361543
79,4123,long,2020-06-11,2020-06-19,41.6,44.12945,225516.34615384587
80,1785,long,2020-06-19,2020-06-24,33.56,33.22495,-57634.44576877264
81,3481,long,2020-06-11,2020-06-29,6.82,6.96,64411.436950146424
82,3661,long,2020-06-15,2020-06-29,325.61,482.55789999999996,1910347.6643837711
83,3529,long,2020-06-24,2020-06-29,524.0,505.65999999999997,-157700.00000000023
84,3529,long,2020-06-29,2020-06-30,495.68,478.33119999999997,-157700.00000000032
85,3374,long,2020-06-30,2020-07-03,102.22,110.0872,290153.6489923693
86,3661,long,2020-06-29,2020-07-10,481.05,527.5076,368601.63184700144
87,3374,long,2020-07-03,2020-07-10,109.06,121.54175,440093.8749312302
88,3293,long,2020-06-29,2020-07-14,140.05,155.16234999999998,413927.27597286575
89,6223,long,2020-07-10,2020-07-14,114.12,113.35855,-44389.44970206837
90,1785,long,2020-07-14,2020-07-15,41.26,39.97,-142760.59137178859
91,3131,long,2020-07-10,2020-07-17,307.33,319.67555,142981.35229232424
92,3131,long,2020-07-17,2020-07-20,298.94,288.4771,-157699.99999999988
93,3105,long,2020-07-20,2020-07-24,285.98,289.13,26359.025106650493
94,6187,long,2020-07-14,2020-07-28,44.97,49.321149999999996,369326.90682677313
95,2330,long,2020-07-15,2020-08-03,326.25,377.28605,608029.3486590036
96,2303,long,2020-07-24,2020-08-07,14.9,19.357899999999997,1179051.6778523482
97,2454,long,2020-07-28,2020-08-07,482.29,500.99904999999995,137468.4671048534
98,2303,long,2020-08-07,2020-08-12,19.31,18.634149999999998,-157700.00000000012
99,3037,long,2020-08-03,2020-08-13,56.79,76.9298,1400845.5185772146
100,6548,long,2020-08-12,2020-08-13,12.67,12.22655,-157700.0000000001
101,8436,long,2020-08-07,2020-08-19,234.11,229.55419999999998,-95540.33146811386
102,3037,long,2020-08-13,2020-08-20,72.2,76.49555,220280.60941828205
103,2368,long,2020-08-13,2020-08-20,50.65,52.9978,167713.62290227046
104,2368,long,2020-08-20,2020-08-24,50.65,53.7505,227156.8608094771
105,6561,long,2020-08-24,2020-08-26,309.12,305.76025,-61175.02587991744
106,3017,long,2020-08-20,2020-08-28,51.4,58.073699999999995,501654.0856031126
107,5457,long,2020-08-26,2020-08-31,108.89,107.16324999999999,-81130.98539810855
108,6187,long,2020-08-31,2020-09-04,59.15,57.1666,-151826.79628064216
109,3078,long,2020-08-28,2020-09-07,31.69,34.749649999999995,368497.5386557266
110,3481,long,2020-09-04,2020-09-07,9.24,8.9166,-157699.99999999977
111,2603,long,2020-08-19,2020-09-11,13.18,15.739149999999999,758976.783004552
112,3481,long,2020-09-07,2020-09-18,8.89,8.89,-17700.0
113,6548,long,2020-09-18,2020-09-21,13.8,13.317,-157700.00000000015
114,5483,long,2020-09-07,2020-09-22,77.56,77.09385,-41740.742650850894
115,6548,long,2020-09-21,2020-09-24,12.92,12.467799999999999,-157700.0000000004
116,2303,long,2020-09-11,2020-09-25,17.35,18.92365,345101.1527377515
