,Year,Return,CAGR,MDD,Calmar,Profit
0,2019,0.0525072215552508,0.052841131201120106,-0.012914426308944951,4.09163596872442,3150433.2933150483
1,2020,0.016318904322552976,0.01637540087627798,-0.02672182390442441,0.6128099988551551,979134.2593531786
2,2021,0.03709947736216795,0.03765057195742849,-0.01732543134560049,2.173139081295614,2225968.6417300766
3,2022,-0.02108859432546237,-0.021334199971987045,-0.025685970256034436,-0.8305779287031205,-1265315.6595277423
4,2023,0.038652749113214514,0.039227350214505075,-0.006177144881727529,6.350401514871797,2319164.9467928708
5,2024,0.027106310005740344,0.027200649540254807,-0.01727091381994304,1.5749397990073761,1626378.6003444206
6,2025,0.03796229402186639,0.03820203604141348,-0.019660653369248285,1.943070523849743,2277737.6413119836
