date,pnl,total_profit,n,equity_bt,year
2019-04-15,60819.406147817586,1948237.4297885788,62,61948237.42978858,2019
2019-04-16,70421.72532884106,2018659.1551174198,61,62018659.15511742,2019
2019-04-17,74885.33812262729,2093544.493240047,62,62093544.49324004,2019
2019-04-18,-24608.97416562485,2068935.519074422,62,62068935.519074425,2019
2019-04-19,94960.10649291922,2163895.625567341,63,62163895.62556734,2019
2019-04-22,21021.922196350537,2184917.5477636917,63,62184917.54776369,2019
2019-04-23,-3012.6233451128064,2181904.924418579,63,62181904.924418576,2019
2019-04-24,-2960.781243068553,2178944.14317551,64,62178944.14317551,2019
2019-04-25,51231.448382467,2230175.5915579773,64,62230175.59155798,2019
2019-04-26,-114696.19618299734,2115479.39537498,66,62115479.39537498,2019
2019-04-29,-108403.70342006643,2007075.6919549133,65,62007075.69195491,2019
2019-04-30,56660.21635580657,2063735.90831072,66,62063735.90831072,2019
2019-05-02,-3248.7152819869893,2060487.193028733,68,62060487.19302873,2019
2019-05-03,140927.1122619183,2201414.305290651,69,62201414.305290654,2019
2019-05-06,-196130.66380194353,2005283.6414887076,68,62005283.64148871,2019
2019-05-07,82939.42323692093,2088223.0647256286,69,62088223.06472563,2019
2019-05-08,-33247.23193092491,2054975.8327947038,69,62054975.8327947,2019
2019-05-09,-186236.4057786779,1868739.4270160259,66,61868739.42701603,2019
2019-05-10,-7796.219167205584,1860943.2078488204,63,61860943.20784882,2019
2019-05-13,-115859.72831558376,1745083.4795332367,63,61745083.47953324,2019
2019-05-14,74311.94367690824,1819395.423210145,61,61819395.423210144,2019
2019-05-15,-17919.412520034573,1801476.0106901105,61,61801476.01069011,2019
2019-05-16,-126317.92284614587,1675158.0878439646,59,61675158.08784396,2019
2019-05-17,-113386.17237680979,1561771.9154671547,60,61561771.91546716,2019
2019-05-20,-96150.702111971,1465621.2133551836,59,61465621.21335518,2019
2019-05-21,64944.60966837811,1530565.8230235616,60,61530565.823023565,2019
2019-05-22,4804.438957399295,1535370.2619809608,62,61535370.26198096,2019
2019-05-23,-42931.978708834366,1492438.2832721265,63,61492438.283272125,2019
2019-05-24,-2055.355744649589,1490382.9275274768,64,61490382.92752748,2019
2019-05-27,-48005.254144866216,1442377.6733826105,66,61442377.67338261,2019
2019-05-28,-15869.098694513426,1426508.5746880972,66,61426508.5746881,2019
2019-05-29,30562.335083470414,1457070.9097715677,67,61457070.90977157,2019
2019-05-30,66618.89890992804,1523689.8086814957,68,61523689.808681495,2019
2019-05-31,125216.61863010633,1648906.427311602,71,61648906.4273116,2019
2019-06-03,-2477.117894399032,1646429.309417203,75,61646429.3094172,2019
2019-06-04,-51884.51061845715,1594544.798798746,77,61594544.79879875,2019
2019-06-05,-9516.27242555584,1585028.52637319,80,61585028.52637319,2019
2019-06-06,-73078.22492606277,1511950.3014471272,83,61511950.30144713,2019
2019-06-10,122369.55254004533,1634319.8539871725,84,61634319.85398717,2019
2019-06-11,-12227.661376518568,1622092.1926106538,86,61622092.19261065,2019
2019-06-12,78069.60895749257,1700161.8015681463,87,61700161.80156814,2019
2019-06-13,-1918.81308884685,1698242.9884792995,87,61698242.9884793,2019
2019-06-14,-24668.73538829948,1673574.253091,87,61673574.253091,2019
2019-06-17,2958.9807581902446,1676533.2338491902,87,61676533.23384919,2019
2019-06-18,-11013.204806123655,1665520.0290430665,86,61665520.02904306,2019
2019-06-19,148704.1545073287,1814224.1835503953,86,61814224.183550395,2019
2019-06-20,40263.68623252625,1854487.8697829216,87,61854487.869782925,2019
2019-06-21,-1397.673485058141,1853090.1962978635,87,61853090.19629786,2019
2019-06-24,57319.26444642036,1910409.4607442839,87,61910409.460744284,2019
2019-06-25,-66621.48755624866,1843787.9731880352,87,61843787.973188035,2019
2019-06-26,44909.319879139475,1888697.2930671747,87,61888697.29306717,2019
2019-06-27,37122.71043065582,1925820.0034978306,87,61925820.00349783,2019
2019-06-28,-2329.5027275057073,1923490.5007703248,87,61923490.50077032,2019
2019-07-01,222308.1550180464,2145798.6557883713,86,62145798.65578837,2019
2019-07-02,-20976.57320760987,2124822.0825807615,87,62124822.08258076,2019
2019-07-03,-88525.94591935456,2036296.136661407,87,62036296.13666141,2019
2019-07-04,44689.878708779,2080986.015370186,86,62080986.01537018,2019
2019-07-05,30241.358204308464,2111227.3735744944,86,62111227.373574495,2019
2019-07-08,-33500.50082131481,2077726.8727531796,86,62077726.87275318,2019
2019-07-09,-31130.739692019943,2046596.1330611596,87,62046596.13306116,2019
2019-07-10,94724.55521397709,2141320.6882751365,88,62141320.688275136,2019
2019-07-11,57030.55457378527,2198351.2428489216,89,62198351.24284892,2019
2019-07-12,17156.4141574793,2215507.6570064006,89,62215507.6570064,2019
2019-07-15,55921.96409424214,2271429.6211006427,89,62271429.62110064,2019
2019-07-16,-22428.500069954756,2249001.121030688,88,62249001.12103069,2019
2019-07-17,-44892.46010320973,2204108.660927478,88,62204108.660927474,2019
2019-07-18,-73326.38134974612,2130782.279577732,88,62130782.27957773,2019
2019-07-19,56332.228884208955,2187114.508461941,90,62187114.50846194,2019
2019-07-22,65744.38001260578,2252858.888474547,91,62252858.88847455,2019
2019-07-23,37506.06287468256,2290364.9513492296,89,62290364.95134923,2019
2019-07-24,49052.07782498432,2339417.0291742138,88,62339417.029174216,2019
2019-07-25,34071.024268477784,2373488.0534426915,87,62373488.053442694,2019
2019-07-26,-25746.26343083393,2347741.7900118576,86,62347741.79001186,2019
2019-07-29,-38633.95000317108,2309107.8400086868,86,62309107.84000868,2019
2019-07-30,-50771.53386973749,2258336.3061389495,86,62258336.30613895,2019
2019-07-31,20318.446220358197,2278654.752359308,86,62278654.75235931,2019
2019-08-01,15436.862367962192,2294091.61472727,87,62294091.61472727,2019
2019-08-02,-150353.64114314673,2143737.973584123,87,62143737.97358412,2019
2019-08-05,-92520.5594793002,2051217.4141048228,88,62051217.41410482,2019
2019-08-06,37429.28211959882,2088646.6962244217,87,62088646.69622442,2019
2019-08-07,-4638.240854268217,2084008.4553701535,88,62084008.45537015,2019
2019-08-08,60514.93404651519,2144523.3894166686,89,62144523.389416665,2019
2019-08-12,21116.25696263159,2165639.6463793,89,62165639.6463793,2019
2019-08-13,-32932.59668249644,2132707.0496968036,89,62132707.0496968,2019
2019-08-14,59636.06842569782,2192343.1181225013,89,62192343.1181225,2019
2019-08-15,-70584.77776520798,2121758.3403572934,90,62121758.340357296,2019
2019-08-16,38237.86384898678,2159996.20420628,91,62159996.20420628,2019
2019-08-19,108104.27930942975,2268100.4835157096,91,62268100.48351571,2019
2019-08-20,60211.51493974392,2328311.9984554537,95,62328311.99845545,2019
2019-08-21,18366.372256248407,2346678.370711702,94,62346678.3707117,2019
2019-08-22,-44783.07356096009,2301895.297150742,97,62301895.29715074,2019
2019-08-23,32844.72958953359,2334740.0267402753,99,62334740.026740275,2019
2019-08-26,-155296.83397403357,2179443.1927662417,96,62179443.19276624,2019
2019-08-27,19646.050230008426,2199089.2429962503,95,62199089.24299625,2019
2019-08-28,28941.439680182208,2228030.6826764327,94,62228030.682676435,2019
2019-08-29,-301.3006813607453,2227729.381995072,94,62227729.381995074,2019
2019-08-30,49879.49885560079,2277608.8808506727,96,62277608.88085067,2019
2019-09-02,54766.46573505103,2332375.3465857236,100,62332375.34658572,2019
2019-09-03,-39536.54312891911,2292838.8034568042,103,62292838.803456806,2019
2019-09-04,57461.95801297849,2350300.761469783,102,62350300.76146978,2019
2019-09-05,80394.12540786409,2430694.8868776467,102,62430694.88687765,2019
2019-09-06,-419.886282379849,2430275.000595267,103,62430275.000595264,2019
2019-09-09,-49850.761662354154,2380424.2389329127,104,62380424.238932915,2019
2019-09-10,-38447.73547620758,2341976.5034567052,104,62341976.503456704,2019
2019-09-11,12193.26623703047,2354169.7696937355,103,62354169.76969373,2019
2019-09-12,68411.57203571606,2422581.3417294514,103,62422581.341729455,2019
2019-09-16,-18076.28093733915,2404505.0607921123,102,62404505.06079211,2019
2019-09-17,-2189.9103873213853,2402315.150404791,101,62402315.15040479,2019
2019-09-18,26199.714684553306,2428514.8650893443,100,62428514.86508934,2019
2019-09-19,-18359.052570932057,2410155.8125184122,100,62410155.81251841,2019
2019-09-20,39573.19623692532,2449729.0087553374,100,62449729.00875534,2019
2019-09-23,19978.852584428754,2469707.861339766,100,62469707.86133976,2019
2019-09-24,-45786.63102812907,2423921.230311637,100,62423921.23031164,2019
2019-09-25,-38247.88272518557,2385673.347586451,100,62385673.34758645,2019
2019-09-26,8770.00404529885,2394443.35163175,100,62394443.35163175,2019
2019-09-27,-62520.99346029736,2331922.3581714523,100,62331922.358171456,2019
2019-10-01,72747.94817922989,2404670.3063506824,100,62404670.306350686,2019
2019-10-02,10451.119979260846,2415121.4263299434,101,62415121.42632994,2019
2019-10-03,-9003.012367045329,2406118.413962898,102,62406118.4139629,2019
2019-10-04,14870.952724478331,2420989.366687376,102,62420989.36668737,2019
2019-10-07,27191.754820134618,2448181.1215075105,102,62448181.12150751,2019
2019-10-08,-28545.49181775472,2419635.629689756,100,62419635.62968975,2019
2019-10-09,-54787.12818013727,2364848.5015096185,100,62364848.50150962,2019
2019-10-14,102913.11377165274,2467761.6152812713,100,62467761.61528127,2019
2019-10-15,-14771.972065158187,2452989.643216113,100,62452989.64321611,2019
2019-10-16,-25272.74922221435,2427716.8939938988,100,62427716.8939939,2019
2019-10-17,47119.09303405839,2474835.987027957,98,62474835.98702796,2019
2019-10-18,24482.782717667924,2499318.769745625,99,62499318.769745626,2019
2019-10-21,10874.392930963606,2510193.1626765886,99,62510193.16267659,2019
2019-10-22,27678.921729244168,2537872.084405833,96,62537872.08440583,2019
2019-10-23,-17442.780217252097,2520429.3041885807,99,62520429.30418858,2019
2019-10-24,69222.37714052155,2589651.6813291023,99,62589651.6813291,2019
2019-10-25,-15370.215139356129,2574281.4661897463,97,62574281.46618975,2019
2019-10-28,52368.33128301116,2626649.7974727573,97,62626649.79747276,2019
2019-10-29,-1551.4165962044299,2625098.380876553,96,62625098.380876556,2019
2019-10-30,5706.275713284145,2630804.656589837,96,62630804.656589836,2019
2019-10-31,-61374.651283148785,2569430.005306688,96,62569430.00530669,2019
2019-11-01,38289.75920307281,2607719.764509761,96,62607719.76450976,2019
2019-11-04,72788.3688720471,2680508.1333818077,96,62680508.13338181,2019
2019-11-05,90099.08633800056,2770607.219719808,94,62770607.219719805,2019
2019-11-06,-81704.21972237962,2688902.9999974286,94,62688902.99999743,2019
2019-11-07,-61217.69012329758,2627685.309874131,93,62627685.30987413,2019
2019-11-08,-4541.1748706146545,2623144.1350035165,92,62623144.135003515,2019
2019-11-11,-92800.70009273136,2530343.434910785,93,62530343.43491078,2019
2019-11-12,49675.59661695713,2580019.0315277423,94,62580019.03152774,2019
2019-11-13,21289.12087948752,2601308.15240723,92,62601308.15240723,2019
2019-11-14,-39436.18826679906,2561871.964140431,94,62561871.96414043,2019
2019-11-15,45485.07886375574,2607357.043004187,96,62607357.043004185,2019
2019-11-18,84174.13087902259,2691531.1738832095,95,62691531.17388321,2019
2019-11-19,39063.308366704514,2730594.482249914,96,62730594.482249916,2019
2019-11-20,-65411.06846320837,2665183.413786706,96,62665183.41378671,2019
2019-11-21,-25004.075347810343,2640179.3384388955,96,62640179.3384389,2019
2019-11-22,24346.683075379868,2664526.0215142756,96,62664526.021514274,2019
2019-11-25,144.86268912798937,2664670.8842034037,96,62664670.884203404,2019
2019-11-26,52611.22610041263,2717282.1103038164,95,62717282.11030382,2019
2019-11-27,21412.206183987644,2738694.316487804,95,62738694.316487804,2019
2019-11-28,25814.202091314728,2764508.518579119,96,62764508.51857912,2019
2019-11-29,-103806.27939937977,2660702.2391797393,95,62660702.23917974,2019
2019-12-02,-37407.757239478175,2623294.481940261,95,62623294.48194026,2019
2019-12-03,62817.55285267828,2686112.034792939,96,62686112.03479294,2019
2019-12-04,20071.314099708332,2706183.3488926473,96,62706183.348892644,2019
2019-12-05,79745.40415289953,2785928.753045547,95,62785928.753045544,2019
2019-12-06,15293.021937599593,2801221.774983146,95,62801221.774983145,2019
2019-12-09,60646.31460887274,2861868.089592019,95,62861868.08959202,2019
2019-12-10,3415.51162385975,2865283.601215879,96,62865283.60121588,2019
2019-12-11,18331.786163408273,2883615.3873792873,98,62883615.38737929,2019
2019-12-12,35750.779445160406,2919366.1668244475,99,62919366.166824445,2019
2019-12-13,37378.14917204004,2956744.3159964876,99,62956744.31599649,2019
2019-12-16,53325.73881179489,3010070.0548082823,99,63010070.05480828,2019
2019-12-17,57225.038833839,3067295.093642121,98,63067295.09364212,2019
2019-12-18,-18976.851472212693,3048318.2421699087,100,63048318.24216991,2019
2019-12-19,-23523.43819882576,3024794.803971083,100,63024794.80397108,2019
2019-12-20,-10639.81329670041,3014154.9906743825,100,63014154.990674384,2019
2019-12-23,25736.959089210446,3039891.949763593,101,63039891.949763596,2019
2019-12-24,-7130.481083828923,3032761.468679764,102,63032761.46867976,2019
2019-12-25,64119.27760504855,3096880.746284812,102,63096880.74628481,2019
2019-12-26,3831.8178301091566,3100712.5641149213,102,63100712.56411492,2019
2019-12-27,79084.12492311638,3179796.689038038,103,63179796.68903804,2019
2019-12-30,5092.633073533665,3184889.3221115717,103,63184889.32211157,2019
2019-12-31,-34456.02879652542,3150433.2933150465,103,63150433.293315046,2019
2020-01-02,52473.360870536744,3202906.6541855833,103,63202906.654185586,2020
2020-01-03,-63429.00721063085,3139477.6469749524,103,63139477.64697495,2020
2020-01-06,-116893.85195366605,3022583.7950212862,103,63022583.79502129,2020
2020-01-07,-80880.3907379457,2941703.4042833406,102,62941703.40428334,2020
2020-01-08,-31210.72791231824,2910492.676371022,101,62910492.67637102,2020
2020-01-09,111996.81410016106,3022489.4904711833,102,63022489.490471184,2020
2020-01-10,26858.598699927654,3049348.089171111,103,63049348.08917111,2020
2020-01-13,124357.01786564753,3173705.1070367587,103,63173705.10703676,2020
2020-01-14,63627.51118379602,3237332.6182205547,104,63237332.61822055,2020
2020-01-15,-44301.00477336105,3193031.6134471935,103,63193031.6134472,2020
2020-01-16,21277.565572882886,3214309.1790200765,103,63214309.17902008,2020
2020-01-17,10876.125358090789,3225185.3043781673,104,63225185.30437817,2020
2020-01-20,39684.063559703165,3264869.3679378703,104,63264869.36793787,2020
2020-01-30,-448880.68277545855,2815988.685162412,98,62815988.68516241,2020
2020-01-31,38002.13662811803,2853990.82179053,100,62853990.82179053,2020
2020-02-03,-41405.151306709864,2812585.67048382,98,62812585.67048382,2020
2020-02-04,128649.25303768383,2941234.923521504,98,62941234.923521504,2020
2020-02-05,25324.322167157934,2966559.245688662,98,62966559.24568866,2020
2020-02-06,162052.9150023655,3128612.1606910275,98,63128612.16069103,2020
2020-02-07,-88025.63560048238,3040586.525090545,99,63040586.525090545,2020
2020-02-10,-58763.78238976124,2981822.7427007835,99,62981822.742700785,2020
2020-02-11,88284.41370456143,3070107.156405345,99,63070107.156405345,2020
2020-02-12,54365.229672043846,3124472.386077389,100,63124472.38607739,2020
2020-02-13,-9849.399390803204,3114622.986686586,101,63114622.98668659,2020
2020-02-14,66788.1049981534,3181411.091684739,104,63181411.09168474,2020
2020-02-17,-25007.369538422827,3156403.7221463164,104,63156403.72214632,2020
2020-02-18,-54662.04835212848,3101741.673794188,106,63101741.67379419,2020
2020-02-19,68044.87270780241,3169786.5465019904,106,63169786.546501994,2020
2020-02-20,-5071.542939446084,3164715.0035625445,106,63164715.00356255,2020
2020-02-21,-13145.964541425372,3151569.039021119,105,63151569.03902112,2020
2020-02-24,-67141.70731882074,3084427.3317022985,104,63084427.3317023,2020
2020-02-25,20306.351511258315,3104733.6832135567,104,63104733.683213554,2020
2020-02-26,-64172.14740180752,3040561.5358117493,105,63040561.53581175,2020
2020-02-27,-157344.6974696012,2883216.838342148,103,62883216.838342145,2020
2020-03-02,-24087.626129490098,2859129.2122126576,99,62859129.21221266,2020
2020-03-03,83628.25803751506,2942757.4702501725,99,62942757.470250174,2020
2020-03-04,2054.850849346128,2944812.321099519,99,62944812.32109952,2020
2020-03-05,131186.24599326326,3075998.567092782,99,63075998.567092784,2020
2020-03-06,-81043.98718681525,2994954.5799059668,101,62994954.579905964,2020
2020-03-09,-237429.40064366037,2757525.1792623065,97,62757525.17926231,2020
2020-03-10,80840.03947794404,2838365.2187402504,97,62838365.21874025,2020
2020-03-11,-142483.36194124006,2695881.85679901,97,62695881.85679901,2020
2020-03-12,-345183.6196505279,2350698.2371484824,92,62350698.23714848,2020
2020-03-13,-79273.25257047103,2271424.9845780116,85,62271424.98457801,2020
2020-03-16,-193933.7470247451,2077491.2375532663,77,62077491.23755327,2020
2020-03-17,-146783.04330482322,1930708.194248443,72,61930708.194248445,2020
2020-03-18,-9151.51042596881,1921556.6838224742,72,61921556.683822475,2020
2020-03-19,-263054.69078445365,1658501.9930380206,66,61658501.99303802,2020
2020-03-20,281696.36399217986,1940198.3570302003,66,61940198.3570302,2020
2020-03-23,-85818.60110167993,1854379.7559285203,66,61854379.755928524,2020
2020-03-24,211166.27945215002,2065546.0353806703,66,62065546.03538067,2020
2020-03-25,133882.81129157855,2199428.846672249,66,62199428.84667225,2020
2020-03-26,13708.30331898344,2213137.1499912324,66,62213137.14999123,2020
2020-03-27,-91690.54739800486,2121446.6025932278,70,62121446.60259323,2020
2020-03-30,31477.38409859646,2152923.986691824,71,62152923.986691825,2020
2020-03-31,13622.917858463632,2166546.904550288,71,62166546.904550284,2020
2020-04-01,39209.001942269686,2205755.9064925574,72,62205755.90649256,2020
2020-04-06,152458.17117083023,2358214.0776633876,72,62358214.077663384,2020
2020-04-07,137590.70302745912,2495804.780690847,72,62495804.78069085,2020
2020-04-08,54347.1341460747,2550151.9148369217,72,62550151.91483692,2020
2020-04-09,-52671.048578824535,2497480.8662580973,72,62497480.8662581,2020
2020-04-10,-2313.7096343416188,2495167.1566237556,72,62495167.15662376,2020
2020-04-13,-79172.31410049225,2415994.8425232633,72,62415994.84252326,2020
2020-04-14,89432.83571742993,2505427.678240693,72,62505427.678240694,2020
2020-04-15,81613.07623153293,2587040.754472226,72,62587040.754472226,2020
2020-04-16,44418.69874436823,2631459.453216594,72,62631459.4532166,2020
2020-04-17,28381.74000919915,2659841.1932257935,72,62659841.19322579,2020
2020-04-20,-35728.4670682588,2624112.726157535,72,62624112.72615753,2020
2020-04-21,-70723.28839711417,2553389.4377604206,72,62553389.43776042,2020
2020-04-22,42308.93305445509,2595698.3708148757,72,62595698.370814875,2020
2020-04-23,-297.01119993299926,2595401.3596149427,72,62595401.359614946,2020
2020-04-24,50007.96463266005,2645409.324247603,72,62645409.324247606,2020
2020-04-27,56385.26019728204,2701794.5844448847,72,62701794.58444489,2020
2020-04-28,24238.345944870292,2726032.930389755,72,62726032.930389754,2020
2020-04-29,-16607.738650484156,2709425.191739271,72,62709425.19173927,2020
2020-04-30,101637.05648924381,2811062.2482285146,72,62811062.24822851,2020
2020-05-04,-127556.67652715454,2683505.57170136,72,62683505.57170136,2020
2020-05-05,-18275.81613326844,2665229.7555680913,72,62665229.755568095,2020
2020-05-06,-16280.409965354966,2648949.3456027363,72,62648949.345602736,2020
2020-05-07,26803.04628201464,2675752.391884751,71,62675752.39188475,2020
2020-05-08,35678.22046492039,2711430.6123496713,71,62711430.612349674,2020
2020-05-11,125736.1065372828,2837166.7188869542,71,62837166.71888696,2020
2020-05-12,-56737.0758351368,2780429.6430518175,71,62780429.64305182,2020
2020-05-13,90140.680578751,2870570.3236305686,73,62870570.32363057,2020
2020-05-14,-51039.70867325242,2819530.6149573163,75,62819530.61495732,2020
2020-05-15,39594.37569211427,2859124.9906494305,79,62859124.99064943,2020
2020-05-18,-99785.46388332231,2759339.5267661083,86,62759339.52676611,2020
2020-05-19,764.7994604506468,2760104.326226559,92,62760104.32622656,2020
2020-05-20,-14758.144605928486,2745346.1816206304,94,62745346.18162063,2020
2020-05-21,-1700.0411099523897,2743646.140510678,94,62743646.14051068,2020
2020-05-22,-6193.374213038438,2737452.7662976393,95,62737452.76629764,2020
2020-05-25,57043.1204880074,2794495.886785647,97,62794495.88678565,2020
2020-05-26,-24038.67740991679,2770457.2093757303,96,62770457.20937573,2020
2020-05-27,-5098.359647865005,2765358.8497278653,93,62765358.84972787,2020
2020-05-28,44852.52246358326,2810211.3721914487,93,62810211.37219145,2020
2020-05-29,-6764.079744463594,2803447.292446985,89,62803447.292446986,2020
2020-06-01,11698.77068869544,2815146.0631356803,87,62815146.06313568,2020
2020-06-02,-45257.446849797394,2769888.616285883,87,62769888.61628588,2020
2020-06-03,-11379.48314106594,2758509.133144817,81,62758509.13314482,2020
2020-06-04,6650.180073274253,2765159.313218091,81,62765159.313218094,2020
2020-06-05,7851.17878936235,2773010.4920074535,79,62773010.49200746,2020
2020-06-08,61042.695061459875,2834053.187068913,78,62834053.18706891,2020
2020-06-09,26699.18920552923,2860752.3762744423,75,62860752.376274444,2020
2020-06-10,58695.22085740922,2919447.5971318516,74,62919447.59713185,2020
2020-06-11,-60466.73557870726,2858980.861553144,75,62858980.86155315,2020
2020-06-12,19517.682892791312,2878498.5444459356,75,62878498.54444593,2020
2020-06-15,-92761.04909533488,2785737.4953506007,79,62785737.4953506,2020
2020-06-16,50967.23610871472,2836704.7314593154,84,62836704.73145931,2020
2020-06-17,-35088.130073162356,2801616.601386153,85,62801616.60138615,2020
2020-06-18,64760.19156107547,2866376.7929472285,85,62866376.792947225,2020
2020-06-19,943.9163121919896,2867320.7092594206,84,62867320.70925942,2020
2020-06-22,1905.323767639082,2869226.03302706,85,62869226.03302706,2020
2020-06-23,23711.636385939557,2892937.6694129994,86,62892937.669413,2020
2020-06-24,61981.3666186139,2954919.036031613,86,62954919.03603161,2020
2020-06-29,-47768.61939367265,2907150.4166379403,86,62907150.41663794,2020
2020-06-30,-25151.536838638316,2881998.879799302,85,62881998.8797993,2020
2020-07-01,44168.2108050108,2926167.090604313,83,62926167.09060431,2020
2020-07-02,36038.99430887499,2962206.084913188,79,62962206.08491319,2020
2020-07-03,62532.23419845597,3024738.3191116443,80,63024738.319111645,2020
2020-07-06,99237.14193644578,3123975.46104809,78,63123975.46104809,2020
2020-07-07,-23147.64028973368,3100827.8207583562,76,63100827.82075836,2020
2020-07-08,46074.232678803884,3146902.0534371603,76,63146902.05343716,2020
2020-07-09,13391.428282397948,3160293.481719558,76,63160293.48171956,2020
2020-07-10,-90301.05857757674,3069992.4231419815,76,63069992.42314198,2020
2020-07-13,117715.62743335347,3187708.050575335,77,63187708.05057534,2020
2020-07-14,-34138.18408877587,3153569.866486559,78,63153569.86648656,2020
2020-07-15,-43056.64883654043,3110513.2176500186,78,63110513.21765002,2020
2020-07-16,27417.67753544812,3137930.895185467,78,63137930.89518547,2020
2020-07-17,-14097.314774423045,3123833.580411044,78,63123833.58041105,2020
2020-07-20,-56544.4612849883,3067289.119126056,78,63067289.11912606,2020
2020-07-21,120748.44508395442,3188037.56421001,80,63188037.56421001,2020
2020-07-22,57887.22830561707,3245924.792515627,80,63245924.79251563,2020
2020-07-23,21253.132711924052,3267177.9252275513,80,63267177.92522755,2020
2020-07-24,-103853.75796604149,3163324.1672615097,80,63163324.16726151,2020
2020-07-27,107956.6000599339,3271280.7673214437,80,63271280.767321445,2020
2020-07-28,-33684.88529622202,3237595.882025222,79,63237595.88202522,2020
2020-07-29,20697.29985420928,3258293.181879431,78,63258293.18187943,2020
2020-07-30,45239.36474130057,3303532.5466207317,78,63303532.546620734,2020
2020-07-31,41517.77878181346,3345050.3254025453,78,63345050.32540254,2020
2020-08-03,-57574.31062387543,3287476.01477867,79,63287476.01477867,2020
2020-08-04,56199.31145161561,3343675.3262302857,80,63343675.32623029,2020
2020-08-05,-12916.686811538271,3330758.6394187473,80,63330758.63941875,2020
2020-08-06,-54806.156805844235,3275952.482612903,78,63275952.4826129,2020
2020-08-07,-51162.12318631332,3224790.3594265897,79,63224790.35942659,2020
2020-08-10,-59923.71492721482,3164866.644499375,81,63164866.64449938,2020
2020-08-11,-63658.377810827384,3101208.2666885476,83,63101208.26668855,2020
2020-08-12,-36367.435848908164,3064840.8308396395,84,63064840.83083964,2020
2020-08-13,20086.258477468044,3084927.0893171076,82,63084927.089317106,2020
2020-08-14,49501.466289914795,3134428.5556070223,83,63134428.55560702,2020
2020-08-17,76662.56592626762,3211091.12153329,84,63211091.12153329,2020
2020-08-18,-87057.91981960917,3124033.2017136808,85,63124033.20171368,2020
2020-08-19,-56222.99015554106,3067810.21155814,86,63067810.21155814,2020
2020-08-20,-187977.68630633113,2879832.5252518086,84,62879832.525251806,2020
2020-08-21,93298.58470845217,2973131.109960261,84,62973131.10996026,2020
2020-08-24,53165.36908805062,3026296.4790483112,84,63026296.47904831,2020
2020-08-25,60929.17844516956,3087225.657493481,84,63087225.65749348,2020
2020-08-26,3953.294944015214,3091178.9524374963,84,63091178.9524375,2020
2020-08-27,71209.52165986755,3162388.4740973637,84,63162388.47409736,2020
2020-08-28,-28646.557066657384,3133741.917030706,84,63133741.91703071,2020
2020-08-31,-9962.662795756743,3123779.254234949,84,63123779.25423495,2020
2020-09-01,10353.989503228893,3134133.243738178,85,63134133.243738174,2020
2020-09-02,37763.52576430243,3171896.7695024805,87,63171896.76950248,2020
2020-09-03,1067.3144438013865,3172964.083946282,89,63172964.08394628,2020
2020-09-04,-4296.630477820442,3168667.4534684615,90,63168667.453468464,2020
2020-09-07,-80569.25097860154,3088098.20248986,89,63088098.20248986,2020
2020-09-08,43550.94521630476,3131649.1477061645,89,63131649.147706166,2020
2020-09-09,25293.416089863982,3156942.5637960285,90,63156942.56379603,2020
2020-09-10,-8032.009307929536,3148910.554488099,90,63148910.5544881,2020
2020-09-11,-30478.53016971498,3118432.024318384,90,63118432.02431838,2020
2020-09-14,86065.90419715505,3204497.928515539,90,63204497.92851554,2020
2020-09-15,36385.55953052249,3240883.4880460617,90,63240883.488046065,2020
2020-09-16,36008.28815063671,3276891.7761966987,90,63276891.776196696,2020
2020-09-17,-9574.618447852277,3267317.1577488463,95,63267317.15774885,2020
2020-09-18,-7759.396933221977,3259557.760815624,96,63259557.76081562,2020
2020-09-21,-78050.25556542777,3181507.5052501964,99,63181507.50525019,2020
2020-09-22,-65045.64526127044,3116461.859988926,96,63116461.85998893,2020
2020-09-23,3232.5819759686665,3119694.4419648945,96,63119694.441964895,2020
2020-09-24,-100897.62535251363,3018796.816612381,91,63018796.81661238,2020
2020-09-25,-109279.35601240808,2909517.460599973,86,62909517.460599974,2020
2020-09-28,80341.15320294112,2989858.613802914,85,62989858.61380292,2020
2020-09-29,11244.713610172561,3001103.327413087,86,63001103.32741309,2020
2020-09-30,73644.59044093183,3074747.9178540185,86,63074747.91785402,2020
2020-10-05,-3872.381216780303,3070875.536637238,88,63070875.53663724,2020
2020-10-06,48618.897387456185,3119494.4340246944,90,63119494.43402469,2020
2020-10-07,20686.349080060918,3140180.7831047555,94,63140180.783104755,2020
2020-10-08,54035.331838706275,3194216.1149434615,98,63194216.11494346,2020
2020-10-12,22601.214187982154,3216817.3291314435,98,63216817.32913145,2020
2020-10-13,49781.59849520398,3266598.9276266475,99,63266598.92762665,2020
2020-10-14,19159.985479384846,3285758.913106032,100,63285758.91310603,2020
2020-10-15,2387.5029796113045,3288146.4160856437,101,63288146.416085646,2020
2020-10-16,-72546.34081349571,3215600.075272148,100,63215600.07527215,2020
2020-10-19,41191.89520607891,3256791.970478227,100,63256791.97047823,2020
2020-10-20,-7688.051493377698,3249103.918984849,100,63249103.918984845,2020
2020-10-21,15661.828159192519,3264765.7471440416,100,63264765.74714404,2020
2020-10-22,14223.331777564626,3278989.0789216063,102,63278989.07892161,2020
2020-10-23,18671.603163755706,3297660.682085362,103,63297660.682085365,2020
2020-10-26,-16263.364675402066,3281397.3174099596,102,63281397.31740996,2020
